Reforma del Estado,Combate a la Corrupción,"Seguridad, Paz y Justicia",El papel de México en el Mundo,Estado,Distrito
Revocación de mandato,Cero impunidad a altos funcionarios. Mejorar la trasnparencia y fiscalización.,Mejorar el sistema penitenciario.,Intereses económicos.,Nuevo León,10
Hay mucho corrupto y que se hagan las cosas bien.,No permitir que sigan los ministros.,Internet gratis en todo el territorio.,Sí es importante.,Nuevo León,10
"Cuando haya controversia constitucional, el poder legislativo pueda revertirla por una mayoría calificada","Auditorias contra alcaldes, gobernadores, etc.",Que se acabe con los malos de Michoacán.,De acuerdo con la 4T,Nuevo León,10
Se asegure que no haya exceso de recursos en campañas pues luego dificulta la gobernanza.,Muy interesantes los temas y esperamos que se cumpla un plan contra la corrupción.,Reforma al poder judicial.,"Cambiar el plan de estudios de la SEP, urge actualizar y preparar a los jóvenes.",Nuevo León,10
Penas muy severas a corruptos.,Se fortalezcan los organismos de transparencia haciéndolos realmete ciudadanos.,Mejores sueldos y exámenes de confianza,Reformar el instituto de Migración (operativos y estatutos).,Nuevo León,10
Que limpien de corrupción el gobierno.,Eliminar la SCT ya que opaca su administración y eliminar las cacetas de cobro.,Programas sociales y educación a los más necesitados.,Normas contra el espionaje internacional.,Nuevo León,10
Que la pensión llegue mensaualmente.,Que la corrupción se acabe en el IMSS.,"Muy bien el gobierno de AMLO, solo falta la inseguridad.",,Nuevo León,10
Fuera el poder judicial.,"Auditoría a organismos autónomos (entidades públicas, ciudadanas, partidos)","Mayor coordinación estatal, municipal, federal.",,Nuevo León,10
Que se haga un proceso electoral para elegir ministros/as y magistrados/as cada 3 y 6 años.,Inseguridad y corrupción.,Erradicar la violencia en contra de la mujer.,,Nuevo León,10
"Institutciones sin acomodar amigos, compadrazgos, sin aviadores.",,Mayor inversión en ciencia e investigación criminalistica y criminológica.,,Nuevo León,10
Que sea cada sexenio que ocupen ese cargo ya que se adueñan de este cargo.,,Vigilancia.,,Nuevo León,10
Apoyo de López Obrador lo den por mes.,,,,Nuevo León,10
Menos dinero a los partidos y al INE.,,,,Nuevo León,10
Gobierno itinerarnte,No a la corrupción,Que el pueblo ponga y quite a los magistrados de la Suprema Corte de Justicia.,Que les den becas a todos los niños y estudiantes para termiar estudios.,Nuevo León,11
Juicio inmediato y nérgico para los jueces corruptos como también excluir de cargos a arribistas de la oposicón. ,Que se vuelva  a dar una pensión a la gente menor.,Más seguridad.,Presupuestos públicos,Nuevo León,11
Garantizar perfiles técnicos para los órganos autónomos electos.,Apoyos económicos e impulsar el conocimiento a la población para concientiazr a los más jóvenes.,Que se acabe la violencia. ,Que los conacionales sean tomados en cuenta para todo tipo de elección. Ejercicios de consulta como este y las encuestas para elegir coordinador de comités de defensa. ,Nuevo León,11
Que en verdad ejerzan el presupuesto,Promoción de ley de participación ciudadana.,Integración de los tres poderes del gobierno. Facildiad del conocimeinto de las leyes y derechos del ciudadano.,Sumar migrantes,Nuevo León,11
Dar becas.,,Seguir promoviendo la participación ciudadana.,Becas para los niños,Nuevo León,11
Que no impongan.,,Tener más foros de participación ciudadana para conocer más acerca de las acciones o reformas tomadas en el orden legislativo y judicial.,Aumentar salario,Nuevo León,11
,,Que pongan más seguridad en las escualas.,,Nuevo León,11
,,No haya más maltrato animal.,,Nuevo León,11
,,Cero impunidad,,Nuevo León,11
,,Homologación de responsabilidades de los tres ordenes de gobierno.,,Nuevo León,11
,,Apoyos para la gente viuda.,,Nuevo León,11
,,Más seguridad implica menos corrupción.,,Nuevo León,11
,,Acabar con la corrupción de cuello blanco.,,Nuevo León,11
Informar en todos los rincones el contenido de la reforma electoral y la reforma del poder judicial,,Legalizar ciertas drogas para combatir al narcotráfico,Usar desarrollos tecnológicos para la atención de los migrantes,Nuevo León,12
Reforma a la ley del ISSTE. Ascenso docente.,Leyes estrictas a los culpables.,Capacitación para la policía municipal.,Mejorar las condiciones para invertir.,Oaxaca,1
Más reformas en materia de derechos humanos.,Educación a la ciudadanía.,Monitorear el trabajo de los grupos de seguridad.,,Oaxaca,1
Reforma educativa fuera la USICAMM.,Tener módulos de seguridad en los pueblos más apartados.,La instalación de centros de rehabilitación para jóvenes con adicción a las drogas.,,Oaxaca,1
,Leyes más sevreas a los servidores públicos que incurran en un acto ilícito comprobado.,Crear una institución educativa que prepare academicamente a los encargados de la seguridad pública. ,,Oaxaca,1
,Impulsar nuevas leyes y que se le de a conocer en todo el país para acabar con la corrupción. ,Tener una mejor comunicación con las autoridades municipales.,,Oaxaca,1
,,Instalar cámaras de vigilancia en las colonias.,,Oaxaca,1
,,,,Oaxaca,1
"Iniciativa de Refroma Constitucional urgente para el Poder Judicial, que sea el pueblo que elija a jueces y ministros, a través de una elección popular.","Promover asambleas de consultas de los presidentes municipales en el segundo año de gobierno, si siguen o salen por corruptos.",Recuperar la escencia del Poder Judicial convirtiéndolo en un poder ciudadano. ,No permitir la intromisión de norteamericanos en la vida política de México.,Oaxaca,2
Caminar por los estados de la República para conocer las necesidades.,La corrupción se debe de combatir a nivel estatal y municipal. A parte que individualmente la conciencia de honestidad.,Apoyo a los campesinos en el campo.,Integración del ALCA (Área de Libre Comercio de las Américas),Oaxaca,2
Trabajar para que realmente estas propuestas funcionen desde los municipios del todo el país.,Acabar con la impunidad. ,Escuela y talleres de formación política. Tema específico: Educación para la Paz.,La no intervención de paises extranjeros.,Oaxaca,2
Continuar con la Reforma Electoral.,Que se apliquen en usos y costumbres. ,Igualdad entre la zona urbana y la zona rural.,Mejorar la economía de nuestro estado y municipios.,Oaxaca,2
Elegir nuestros senadores con garantía. Y con el respeto social para que haya justicia. ,No a las mordidas a los policías.,Dar prioridad a la violencia en pueblos originarios.,,Oaxaca,2
"Después que sean electos por el pueblo los de la Corte de Justicia, capacitar a las personas que imparten Justicia desde los pueblos más lejanos.",,Proponer foros de trabajo para la eduación de la paz.,,Oaxaca,2
Que la 4T continue ya que el pueblo así lo pide. Es importante impulsar este proyecto de nación. ,,Apoyo a los grandes productores.,,Oaxaca,2
,,"Educación de Paz, empezar desde la niñez reforzando los valores cívicos, éticos dependiendo la edad que tenga ya que todos no tenemos educación de paz.",,Oaxaca,2
,,Reforma al Sistema Judicial.,,Oaxaca,2
,,Educación para la paz y justicia.,,Oaxaca,2
,,Aplicar la ley de manera equitativa sin distinción de género.,,Oaxaca,2
,,La implementación de seguridad por colonia y municipios.,,Oaxaca,2
,,Construír casetas de seguridad y vigilancia en puntos estratégicos en cada colonia.,,Oaxaca,2
Separar del cargo en automático al servidor público que desvíe recursos del erario público.,Revocación de mandato a mitad de su cargo hacía todos los ciudadanos con un cargo presidencial.,Más seguridad en la población.,Fortalecer la defensa de los derechos.,Oaxaca,3
No permitir la infiltración de personajes indeseables mediante prácticas no democráticas y traidoras.,Revocación de mandato en todos los niveles de autoridades federal/estatal/municipal.,Fortalecer participación ciudadana.,Informar abiertamente a todo el mundo lo que somos.,Oaxaca,3
Inhabilitación de personas corruptas dentro de los servicios públicos.,Nombrar comités comunitarios para una revisión y auditar los proyectos e inversiones. ,Separara del cargo y enjuciar a cualquier juez o ministro que se corrompa.,Proponer castigos a países que extraigan recursos de países en vías de desarrollo.,Oaxaca,3
Concientizar a los servidores públicos.,Encarcelamiento a los corruptos.,"Que se haga justicia, pero de mano fuerte para que se haga ejemplos.",Velar y respetar la soberanía de los países vecinos del sur.,Oaxaca,3
Que la Constitución no sea sujeta a una interpretación fuera de la interpretación literal.,No al tráfico de influencias. No al depotismo. No a la desigualdad de candidatos por dedaso. Transparencia en recursos públicos. ,Tener seguridad para combatir todo tipo de vioelncia.,Atención de inversión al país.,Oaxaca,3
Que sea obligatoria que las instituciones informen periodicamente el trabajo que realizan el trabajo que realizan en cada uno de los municipios.,Concientizar a la ciudadanía a primero regularizar todo lo que concierne a trabjo y propíedades para así no ser víctimas de corrupción. ,"Que se combata el cacicazgo que existen en ciertos grupos o sindicatos, del transporte público.",Obligar a ONGs que reciban dinero extranjeros a que publiquen sus estados financieros y la forma en que se aplican o gastan ese dinero.,Oaxaca,3
La Unidad Nacional para lograr un congreso con una mayoría calificada  y aprobobar las iniciativas pendientes. ,Que todo sea con transparencia.,Impulsar el respeto a los Derechos Humanos.,Mostrar la riqueza a nivel internacional.,Oaxaca,3
"Que se garantice el buen funcionamiento de las instituciones agrarias, ya que Oaxaca infinidad de conflictos agrarios y los servidores están corrompidos.",Revocación de mandato.,"Limpieza de autoridades municipales, porque ahí está la corrupción. ",La defensa de los connacionales en el exterior.,Oaxaca,3
"Que se verifique que los servidores públicos no beneficien a sus familiares, incluyéndolos en las nóminas o puestos de relevancia con buenos sueldos.","Poner cámaras en oficinas públicas y dar trabajo a jóvenes, acceso a las universidades.",Reformar el Poder Judicial.,Utilizando todo lo necesario para que México sea una potencia mundial.,Oaxaca,3
Que la ciudadanía tenga inclusión en esos cargos y así no queden siempre en las mismas personas de siempre.,"Promover una cultura de valores como honestidad, lealtad y procurar el bien común y no el partícular.",Denunciar cuando haya una injusticia y reforzar las leyes de equidad.,Que el gobierno apoye las nuevas tecnologías creadas por mentes mexicanas y así no se las roben los extranjeros.,Oaxaca,3
Diálogo con los servidores públicos.,Aplicar la extinción de dominios y aparte cobrar intereses sobre el monto total del perjuicio al erario.,Que la población también se involucre para una mejor seguridad.,,Oaxaca,3
Vigilar el actuar de los integrantes del partido y militantes para construir juntos un mejor país desde Morena.,Que la ley haga su trabajo y no a favor de los criminales.,Creación de programas de reconstrucción de tejido social.,,Oaxaca,3
